FID,Track_id,Log_Number,,distance traveled,2012 data,2015 data,Species,Azimuth,DR__Max_,DR__Min_,Basal_Diam,Basal_Dist,Top_Diamte,Total_Leng,Decay_Fact,Buried,Type,Comments_L,Max_PDOP,Max_HDOP,Corr_Type,Rcvr_Type,GPS_Date,GPS_Time,Update_Sta,Feat_Name,Datafile,Unfilt_Pos,Filt_Pos,Data_Dicti,GPS_Week,GPS_Second,GNSS_Heigh,Vert_Prec,Horz_Prec,Std_Dev,Northing,Easting,Point_ID
16, ,2101,,,,, ,1,0,0,0,0,0,0, , , , ,3.900000095,1.899999976,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,11:42:03am,New,Snag_Loc,XH102010A.cor,6,6,Elwha Snags14,1867,240139,173.007,0.8,0.5,0.092161,403411.006,970667.62,17
87, ,2100,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,5.699999809,4.099999905,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:54:08pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,251664,178.705,1.1,0.9,0.123982,402797.032,969967.539,88
120, ,2100,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.099999905,1.100000024,Postprocessed Code,GeoXH 6000,10/21/2015,01:59:33pm,New,Snag_Loc,XH102109A.cor,10,10,Elwha Snags14,1867,334789,177.428,1.5,1.3,0.618745,403410.2,970717.494,123
465, ,2100,,,,, ,1,10,8,0,0,0,0,Low,Upright,Key,maybe moved,7,3.700000048,Postprocessed Carrier Float,Geo 7X (H-Star),10/20/2015,03:09:54pm,New,Snag_Loc,7X102014D.cor,15,15, ,1867,252610,178.577,1,1,2.281544,402797.896,969968.589,10
121, ,2099,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,1.700000048,0.800000012,Postprocessed Code,GeoXH 6000,10/21/2015,02:00:49pm,New,Snag_Loc,XH102109A.cor,10,10,Elwha Snags14,1867,334865,179.592,1.4,1.2,1.94616,403378.353,970704.472,124
72, ,2098,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,2.400000095,1.899999976,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:27:04pm,New,Snag_Loc,XH102010A.cor,9,9,Elwha Snags14,1867,250040,180.742,0.6,0.5,0.241387,402815.834,970036.453,73
123, ,2098,,,,,PSME,224,0,0,0.699999988,0,0.699999988,6.099999905,Medium,No,Loose, ,4.800000191,3.400000095,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,02:04:48pm,New,Snag_Loc,XH102109A.cor,65,65,Elwha Snags14,1867,335104,181.328,0.8,0.4,1.650066,403304.529,970730.396,126
73, ,2097,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,5.199999809,2.900000095,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:27:58pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,250094,180.258,0.6,0.5,0.139777,402820.82,970010.45,74
122, ,2097,,,,,POTR,241,3.799999952,0.800000012,0,0.800000012,0.5,11.80000019,Medium,Yes,Loose, ,4.300000191,1.700000048,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,02:02:21pm,New,Snag_Loc,XH102109A.cor,25,25,Elwha Snags14,1867,334957,180.155,0.8,0.4,1.481954,403304.382,970707.19,125
68, ,2096,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,2.299999952,1.799999952,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:20:58pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,249674,178.003,0.6,0.5,0.958555,402885.052,969952.142,69
128, ,2096,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.700000048,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,02:21:11pm,New,Snag_Loc,XH102109A.cor,14,14,Elwha Snags14,1867,336087,181.895,0.7,0.5,0.032869,403230.438,970694.427,131
70, ,2095,,,,, ,1,0,0,0,0,0,0, ,Upright, ,double stump,2.700000048,1.5,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:24:58pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,249914,179.06,0.7,0.4,0.229416,402848.498,970008.158,71
127, ,2095,,,,,THPL,216,3.200000048,1.200000048,0.860000014,0,0,2.400000095,Low,Yes, ,stump large,6.5,4,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,02:18:09pm,New,Snag_Loc,XH102109A.cor,32,32,Elwha Snags14,1867,335905,180.431,0.8,0.7,2.67409,403245.786,970721.043,130
71, ,2094,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,2.5,1.5,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:25:59pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,249975,179.09,0.6,0.4,0.574009,402847.882,970026.744,72
126, ,2094,,,,,PSME,162,4.300000191,1.700000048,1.379999995,0,0,3.700000048,Low,No, ,stump large,6.300000191,3.700000048,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,02:14:06pm,New,Snag_Loc,XH102109A.cor,28,28,Elwha Snags14,1867,335662,183.13,1,0.7,1.570558,403200.395,970714.712,129
124, ,2093,,,,,PSME,194,1.799999952,0.800000012,0.639999986,2,0.200000003,27.70000076,Low,No,Loose, ,4.300000191,2.5,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,02:10:51pm,New,Snag_Loc,XH102109A.cor,20,20,Elwha Snags14,1867,335467,181.967,0.7,0.5,3.342113,403232.635,970734.294,127
75, ,2092,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,3.299999952,2.599999905,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:31:21pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,250297,179.172,0.5,0.6,0.286145,402859.909,970063.9,76
125, ,2092,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,6.300000191,3.799999952,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,02:12:46pm,New,Snag_Loc,XH102109A.cor,11,11,Elwha Snags14,1867,335582,181.408,1,0.6,1.312186,403210.973,970757.298,128
18, ,2091,,,,, ,1,0,0,0,0,0,0, , , , ,4.300000191,1.799999952,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,11:44:54am,New,Snag_Loc,XH102010A.cor,6,6,Elwha Snags14,1867,240310,170.951,0.8,0.4,0.301381,403450.216,970725.684,19
74, ,2091,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,6,5.199999809,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:30:13pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,250229,179.373,0.5,0.6,0.330646,402850.691,970057.264,75
76, ,2090,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,2.400000095,1.899999976,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:32:33pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,250369,179.043,0.6,0.6,0.493963,402825.385,970082.777,77
17, ,2089,,,,, ,1,0,0,0,0,0,0, , , , ,2.900000095,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,11:43:30am,New,Snag_Loc,XH102010A.cor,7,7,Elwha Snags14,1867,240226,170.553,0.6,0.5,0.138148,403433.88,970647.366,18
77, ,2089,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,2.900000095,1.700000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:33:54pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,250450,178.803,0.7,0.6,0.33605,402816.511,970097.078,78
168, ,2088,,,,, ,273,0,0,0,0,0,0, , , ,stump large tipped,3,1.5,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,11:33:12am,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,153208,180.932,3.2,1.9,0,402695.856,970221.116,171
78, ,2087,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,5.099999905,3.700000048,Postprocessed Code,GeoXH 6000,10/20/2015,02:35:07pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,250523,178.76,0.6,0.6,2.746822,402821.601,970122.29,79
264, ,2087,,,,,THPL,280,0,0,0,0,0,0, ,Undercut, ,stump large moved,2.299999952,1.200000048,Postprocessed Code,GeoXH 6000,10/27/2015,02:11:29pm,New,Snag_Loc,XH102710A.cor,16,16,Elwha Snags14,1868,249105,157.435,0.9,0.5,1.082354,406064.099,970914.31,268
79, ,2086,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,3.200000048,2.099999905,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:36:11pm,New,Snag_Loc,XH102010A.cor,9,9,Elwha Snags14,1867,250587,179.536,0.6,0.6,0.286169,402843.638,970131.586,80
283, ,2086,,,,,THPL,1,0,0,0,0,0,0, , , ,stump large has not moved,3.099999905,2.299999952,Postprocessed Carrier Float,GeoXH 6000,10/19/2015,03:21:53pm,New,Snag_Loc,XH101913A.cor,20,20,Elwha Snags14,1867,166929,172.647,0.8,0.5,2.184125,403541.516,970666.029,289
80, ,2085,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,4.300000191,2.900000095,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:37:02pm,New,Snag_Loc,XH102010A.cor,9,9,Elwha Snags14,1867,250638,179.118,0.7,0.5,4.34378,402842.167,970119.533,81
387, ,2085,,,,, ,240,0,0,0,0,0,0,Low,Yes,Racked, ,5.699999809,2.700000048,Postprocessed Carrier Float,GeoXH 6000,9/17/2015,11:58:18am,New,Snag_Loc,XH091710B.cor,57,57,Elwha Snags14,1862,413914,172.563,0.7,0.5,14.258684,403560.768,970700.584,631
81, ,2084,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,2.099999905,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:38:05pm,New,Snag_Loc,XH102010A.cor,8,8,Elwha Snags14,1867,250701,179.895,0.7,0.5,0.222796,402874.926,970103.55,82
285, ,2084,,,,,UNKNOWN,1,0,0,0,0,0,0,Low,Upright, ,stump small hasn't moved,5.599999905,3.099999905,Postprocessed Carrier Float,GeoXH 6000,10/19/2015,03:30:26pm,New,Snag_Loc,XH101913A.cor,13,13,Elwha Snags14,1867,167442,175.427,1.2,0.6,0.991907,403597.286,970661.264,291
82, ,2083,,,,, ,10,0,0,0.589999974,0,0.400000006,11.5,Medium, ,Loose, ,5.400000095,2.700000048,Postprocessed Code,GeoXH 6000,10/20/2015,02:39:15pm,New,Snag_Loc,XH102010A.cor,20,20,Elwha Snags14,1867,250771,179.83,1,0.6,0.457283,402904.906,970123.131,83
83, ,2082,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,2.599999905,1.399999976,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,02:41:22pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,250898,180.007,0.7,0.5,0.195167,402938.658,970136.449,84
55, ,2079,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,3.5,2.200000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:36:10pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,246986,178.226,0.7,0.4,0.368717,403005.863,970198.956,56
281, ,2079,,,,,ACMA,1,0,0,0,0,0.699999988,1.200000048,Low,Upright, ,stump small,2.599999905,1.5,Postprocessed Carrier Float,GeoXH 6000,10/19/2015,03:12:03pm,New,Snag_Loc,XH101913A.cor,14,14,Elwha Snags14,1867,166339,170.452,0.7,0.5,0.310943,403672.633,970755.533,287
19, ,2078,,,,, ,1,0,0,0,0,0,0, , , , ,2.099999905,1.100000024,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,11:46:31am,New,Snag_Loc,XH102010A.cor,6,6,Elwha Snags14,1867,240407,171.581,0.7,0.4,0.330129,403506.379,970773.414,20
166, ,2078,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.599999905,1.100000024,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,11:30:37am,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,153053,184.131,2.5,1,0.47183,402805.161,970295.455,169
167, ,2077,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,3.799999952,1.799999952,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,11:31:40am,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,153116,182.891,1.7,0.8,0.750601,402802.382,970284.635,170
165, ,2076,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.599999905,1.100000024,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,11:29:12am,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,152968,182.105,1.3,0.6,1.463041,402809.212,970332.193,168
164, ,2075,,,,,ACMA,275,0,0,0,0,0,0,Low,Yes, ,buried log hasn't moved,3,1.5,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,11:27:29am,New,Snag_Loc,XH102610A.cor,7,7,Elwha Snags14,1868,152865,184.671,1.1,0.6,0.173192,402732.786,970378.667,167
159, ,2074,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.400000095,1.600000024,Postprocessed Code,GeoXH 6000,10/26/2015,11:19:49am,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,152405,182.738,1.1,1,2.11275,402775.557,970401.207,162
163, ,2074,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,6.599999905,2.700000048,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,11:23:56am,New,Snag_Loc,XH102610A.cor,12,12,Elwha Snags14,1868,152652,182.123,1,0.6,16.224965,402782.226,970398.776,166
162, ,2073,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.799999952,1.399999976,Postprocessed Code,GeoXH 6000,10/26/2015,11:22:51am,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,152587,183.732,0.9,0.5,0.403543,402762.576,970416.828,165
390, ,2073,,,,, ,1,0,0,0,0,0,0,Low,No,Racked, ,3.400000095,1.799999952,Postprocessed Carrier Float,GeoXH 6000,9/17/2015,02:29:55pm,New,Snag_Loc,XH091710B.cor,28,28,Elwha Snags14,1862,423011,169.003,0.7,0.4,0.104727,403586.616,970952.63,634
118, ,2072,,,,,PSME,230,1.5,1.299999952,0.610000014,1.5,0.300000012,19.70000076,Low,No,Racked, ,3.599999905,2,Postprocessed Carrier Float,GeoXH 6000,10/21/2015,01:47:02pm,New,Snag_Loc,XH102109A.cor,30,30,Elwha Snags14,1867,334038,173.996,1,0.6,0.552993,403578.814,970932.194,121
161, ,2072,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.799999952,1.399999976,Postprocessed Code,GeoXH 6000,10/26/2015,11:21:52am,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,152528,183.444,0.9,0.7,0,402766.309,970422.392,164
389, ,2072,,,,, ,240,0,0,0,0,0,0,Low,Yes,Racked, ,3.900000095,1.899999976,Postprocessed Carrier Float,GeoXH 6000,9/17/2015,02:25:48pm,New,Snag_Loc,XH091710B.cor,69,69,Elwha Snags14,1862,422764,167.885,0.7,0.4,0.962415,403609.952,970974.082,633
160, ,2071,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.799999952,1.399999976,Postprocessed Code,GeoXH 6000,10/26/2015,11:20:58am,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,152474,179.629,3.4,1.4,0,402775.079,970424.245,163
158, ,2070,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,4.199999809,1.600000024,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,11:17:27am,New,Snag_Loc,XH102610A.cor,12,12,Elwha Snags14,1868,152263,184.681,1.6,0.8,1.292598,402839.522,970387.92,161
157, ,2069,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.799999952,1.399999976,Postprocessed Code,GeoXH 6000,10/26/2015,11:16:21am,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,152197,180.968,2.1,1.1,0.239149,402865.7,970406.138,160
156, ,2068,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.799999952,1.299999952,Postprocessed Code,GeoXH 6000,10/26/2015,11:15:03am,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,152119,182.162,1.2,1.1,0.662762,402879.505,970448.067,159
419, ,2068,,,,,UNKNOWN,120,1,1,0.720000029,0,0,2.099999905,Low,No,Racked,stump,9.600000381,7,Postprocessed Code,GeoXH 6000,9/8/2015,12:50:37pm,New,Snag_Loc,XH090810A.cor,25,25,Elwha Snags14,1861,244253,60.613,2.4,2.1,1.888346,421225,976180.277,727
155, ,2067,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,4.099999905,1.600000024,Postprocessed Code,GeoXH 6000,10/26/2015,11:13:03am,New,Snag_Loc,XH102610A.cor,11,11,Elwha Snags14,1868,151999,178.561,1.4,0.7,5.187344,402848.087,970498.72,158
153, ,2066,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,3.900000095,1.799999952,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,11:08:20am,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,151716,182.81,1.9,1,1.079045,402866.268,970570.833,156
154, ,2065,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,5.599999905,3.299999952,Postprocessed Code,GeoXH 6000,10/26/2015,11:09:21am,New,Snag_Loc,XH102610A.cor,9,9,Elwha Snags14,1868,151777,185.636,1,0.6,1.926825,402854.338,970591.37,157
151, ,2063,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.700000048,1.5,Postprocessed Code,GeoXH 6000,10/26/2015,10:59:49am,New,Snag_Loc,XH102610A.cor,10,10,Elwha Snags14,1868,151205,183.027,2.3,1.5,1.053122,402859.109,970673.643,154
152, ,2062,,,,, ,1,0,0,0,0,0,0, ,Yes, ,buried log,2.700000048,1.299999952,Postprocessed Carrier Float,GeoXH 6000,10/26/2015,11:06:42am,New,Snag_Loc,XH102610A.cor,14,14,Elwha Snags14,1868,151618,184.807,1.7,1.4,1.470338,402957.376,970566.746,155
54, ,2060,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,2.400000095,1.100000024,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:33:32pm,New,Snag_Loc,XH102010A.cor,15,15,Elwha Snags14,1867,246828,178.062,0.6,0.3,0.090384,403087.247,970260.044,55
53, ,2059,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,2.200000048,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:32:28pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,246764,178.318,0.7,0.4,1.989472,403090.006,970270.199,54
47, ,2058,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,3.299999952,1.5,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:20:06pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,246022,179.471,0.6,0.4,2.395221,403091.788,970294.808,48
46, ,2057,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,2.799999952,1.700000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:19:11pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,245967,179.307,0.7,0.4,0.141729,403109.32,970280.012,47
40, ,2056,,,,,PSME,1,9,4,1.5,0,0.899999976,2.5,Low,Upright,Racked, ,2.099999905,1,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:09:50pm,New,Snag_Loc,XH102010A.cor,22,22,Elwha Snags14,1867,245406,172.573,0.7,0.4,0.316385,403248.856,970261.471,41
45, ,2056,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,1.799999952,1,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:18:24pm,New,Snag_Loc,XH102010A.cor,8,8,Elwha Snags14,1867,245920,179.17,0.6,0.4,0.230979,403114.832,970276.066,46
39, ,2055,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,2.599999905,1.399999976,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:08:19pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,245315,172.828,0.7,0.5,0.28418,403263.985,970271.233,40
43, ,2054,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,2.200000048,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/20/2015,01:16:21pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,245797,178.732,0.8,0.5,4.875554,403144.374,970263.866,44
44, ,2053,,,,, ,1,0,0,0,0,0,0, ,Upright, , ,4.199999809,2.099999905,Postprocessed Code,GeoXH 6000,10/20/2015,01:17:20pm,New,Snag_Loc,XH102010A.cor,10,10,Elwha Snags14,1867,245856,178.32,0.7,0.4,0.32961,403135.52,970292.72,45
362, ,2037,,,,, ,240,0,0,0,0,0,0,Low,Yes,Racked, ,5.900000095,1.700000048,Postprocessed Carrier Float,GeoXH 6000,9/24/2015,12:15:28pm,New,Snag_Loc,XH092411A.cor,11,11,Elwha Snags14,1863,414944,133.396,1.1,0.4,0.602104,409363.887,972978.204,593
228, ,2032,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.299999952,1.200000048,Postprocessed Code,GeoXH 6000,10/27/2015,11:49:20am,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,240576,166.012,0.7,0.5,0.894672,404519.926,971044.205,232
220, ,2016,,,,, ,1,0,0,0,0,0,0, ,Undercut, ,stump large hasn't moved but in river,5.400000095,2.5,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,11:20:15am,New,Snag_Loc,XH102710A.cor,11,11,Elwha Snags14,1868,238831,166.291,1,0.7,1.359259,404285.528,970644.442,224
222, ,2006,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.5,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,11:27:26am,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,239262,170.803,0.7,0.5,2.049367,404339.907,970708.779,226
223, ,2004,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.299999952,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,11:29:24am,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,239380,169.26,1,0.6,0.341216,404313.364,970796.36,227
250, ,1971,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump small partial  hasn't moved,3.900000095,2,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,01:09:43pm,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,245399,167.055,0.7,0.4,0.438113,404784.345,970651.045,254
251, ,1970,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stum small hasn't moved,2.5,1.5,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,01:10:59pm,New,Snag_Loc,XH102710A.cor,12,12,Elwha Snags14,1868,245475,167.488,0.7,0.4,0.793526,404799.993,970657.656,255
249, ,1955,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stum small  hasn't moved/racking,2.799999952,1.700000048,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,01:07:26pm,New,Snag_Loc,XH102710A.cor,12,12,Elwha Snags14,1868,245262,166.754,0.7,0.4,0.058189,404820.466,970695.261,253
248, ,1954,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump small hasn't moved,2.299999952,1.299999952,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,01:06:25pm,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,245201,165.911,0.7,0.4,1.286007,404834.477,970698.613,252
476, ,1932,,,,, ,240,0,0,0,0,0,0,Low,No,Racked, ,2.099999905,1.299999952,Postprocessed Carrier Float,Geo 7X (H-Star),9/23/2015,02:24:48pm,New,Snag_Loc,7X092314A.cor,32,32, ,1863,336304,49.832,0.7,0.5,0.459704,422522.983,975500.368,98
247, ,1928,,,,, ,142,0,0,0,0,0,0, ,Undercut, ,stump large hasn't moved,4.099999905,1.799999952,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,01:04:29pm,New,Snag_Loc,XH102710A.cor,14,14,Elwha Snags14,1868,245085,166.538,0.7,0.4,0.842248,404878.198,970750.146,251
246, ,1927,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump small hasn't moved,2,1.100000024,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,01:03:36pm,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,245032,166.578,0.7,0.4,0.412221,404877.941,970753.988,250
245, ,1925,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump small  hasn't moved,3.599999905,2.299999952,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,01:02:39pm,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,244975,165.98,0.7,0.4,0.35666,404903.44,970753.092,249
244, ,1916,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump small  hasn't moved,1.799999952,1,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,01:01:41pm,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,244917,166.639,0.7,0.4,0.513015,404919.605,970751.866,248
243, ,1913,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump small  hasn't moved,1.899999976,1,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,01:00:44pm,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,244860,166.796,0.7,0.4,0.30464,404932.936,970758.711,247
242, ,1912,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump small  hasn't moved,2.099999905,1.200000048,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,12:59:40pm,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,244796,165,0.7,0.4,3.181663,404955.537,970769.042,246
415, ,1910,,,,,PSME,90,2.200000048,1.5,0.850000024,1,0,1.700000048,Low,No,Loose,aldwell stump,7,1.899999976,Postprocessed Code,GeoXH 6000,9/8/2015,11:21:10am,New,Snag_Loc,XH090810A.cor,25,25,Elwha Snags14,1861,238886,44.923,1.5,0.7,3.452205,422937.297,975008.785,717
241, ,1907,,,,, ,1,0,0,0,0,0,0, ,Upright, ,stump large hasn't moved,2.700000048,1.5,Postprocessed Carrier Float,GeoXH 6000,10/27/2015,12:58:32pm,New,Snag_Loc,XH102710A.cor,10,10,Elwha Snags14,1868,244728,162.512,0.7,0.4,1.130805,405000.721,970825.48,245
413, ,1877,,,,,ACMA,270,0,0,0,0,0.5,0,Medium,No,Racked,racked and buried in elj,5.599999905,2,Postprocessed Carrier Float,GeoXH 6000,9/8/2015,10:53:37am,New,Snag_Loc,XH090810A.cor,33,33,Elwha Snags14,1861,237233,37.453,1.1,0.6,6.304915,423432.786,974929.945,713
368, ,1861,,,,, ,100,4,3.099999905,0,0,0,2.799999952,Low,Yes,Key, ,6,2.799999952,Postprocessed Carrier Float,GeoXH 6000,9/24/2015,02:06:56pm,New,Snag_Loc,XH092411A.cor,15,15,Elwha Snags14,1863,421632,138.302,0.9,0.6,0.782039,408203.7,972282.639,610
